,service_type,p-value,direction
107,Children Youth and Families,0.3355612778654228,-0.07142857142857142
108,County Council Record-Keeping,0.3355612778654228,-0.07142857142857142
109,Mediation Request,0.3355612778654228,-0.07142857142857142
110,Zoning - Temporary Use & Occupancy (U&O) Certificate,0.3355612778654228,-0.07142857142857142
111,Animal - Noise (i.e. dogs/chickens),0.33723978390796505,0.41428571428571426
112,Work Order - Street & Drainage Maintenance,0.34343639613791355,0.1
113,Court Paper Status,0.34343639613791355,0.1
114,Animal - Volunteering,0.34343639613791355,0.1
115,PS - Theft,0.34343639613791355,0.1
116,PS - Vandalism,0.34343639613791355,0.1
117,Health Dept. Invoice Process,0.35575698306759496,-0.22857142857142854
118,ENF-Residential Property Concerns,0.35680456780814507,-57.185714285714255
119,Damaged Structure,0.3645639429832337,-0.7999999999999998
120,Storm Drain Pipes - Repair/Replace,0.36544165246059024,-1.128571428571429
121,Pond Issues,0.3820524281017361,2.914285714285713
122,Clean Water Act Fee,0.3855936806099901,-0.6714285714285714
123,ENF-Rental Issues  Apartment Unit,0.38726528995759235,-14.057142857142864
124,Loitering Complaints,0.3884080483193382,-0.7285714285714286
125,Sidewalk Replacement - Contractor,0.38989916504828015,2.571428571428571
126,Ditch Reconstruction (Contractor),0.398116041402266,0.15714285714285714
127,Alarm Registration (False Alarm Registration),0.3981160414022662,0.15714285714285714
128,Vehicle Audit - Patrol,0.40952466981288194,0.1285714285714286
129,Smoking-related Requests,0.40952466981288194,0.1285714285714286
130,Burial Assistance Program,0.41314702851770335,-0.15714285714285714
131,Storm Drain Maintenance,0.42125604377809367,16.257142857142867
132,Graffiti Removal,0.42997121246731285,-1.057142857142857
133,Grass/Weeds Along Roadway (in County Right-of-Way),0.45800844183753486,17.671428571428564
134,License-related Requests,0.4586459707494631,-0.11428571428571427
135,Sinkholes (Private Property),0.46473819329301835,2.6000000000000014
136,Towing - Request a Hearing/Show Cause,0.47034495739167914,0.2857142857142857
137,ENF-Business Operation Concerns,0.4730529008084262,12.771428571428572
138,Animal - At Large (Domestic),0.4812720953435341,-2.0428571428571427
139,Food Truck(s) NOT in a Hub (Street etc.),0.4888235370221935,-0.34285714285714275
140,Stump Removal (in County right-of-way),0.5017790865205146,15.271428571428576
141,Flooding and Drainage Issues (Public Right-of-Way),0.5040533357927206,7.142857142857146
142,Permit-related Requests,0.5316606716459173,-1.0714285714285712
143,Illegal Dumping Removal (from County Right-of-Way),0.5318291283487568,15.157142857142873
144,Property Alterations w/o a Permit,0.5329088652476212,-2.5
145,Cut and Patch (In House),0.5350381545356788,-1.8285714285714292
146,Tree Removal in Public Right-of-Way,0.5424955681979449,10.285714285714292
147,ENF-Apartment Complex Common Area Issues,0.5444896457421267,2.7857142857142847
148,Trap Wildlife (Contractor),0.5546567816475718,-0.15714285714285714
149,ENF-Business Activity in Residential Area,0.5560252752704988,-4.142857142857146
150,Storm Drain Video Inspection (Contractor),0.5638065891439099,-0.2142857142857143
151,Tree Trimming in Public Right-of-Way,0.5753904620190821,17.58571428571429
152,MyPGC,0.5768366015542338,0.17142857142857143
153,Storm Drain Pipes - Repair/Replace (Contractor),0.6093640715931632,-0.18571428571428572
154,County Executive - Meeting Request,0.6107927505402545,-0.2714285714285714
155,Cancellation - Bulky Trash,0.613994128791626,-19.757142857142867
156,Asphalt Curb Repair/Installation,0.6166161951490958,0.14285714285714285
157,Animal - Lost & Found,0.6166161951490958,0.14285714285714285
158,Liquor-related Complaint / Inspection,0.629368695459863,-0.17142857142857137
159,Illegal Drugs Complaints/Tips,0.634348164565349,-0.34285714285714275
160,Storage Pod/Dumpster/Container without a Permit,0.6676283357207342,-0.2142857142857142
161,Stormwater Pollution Complaints,0.6825771244590614,0.11428571428571432
162,MTC Service Request,0.6843451388032269,-0.12857142857142856
163,ENF-Rental Issues  Single Family Home,0.6989354513874317,-6.371428571428567
164,Volunteer Neighborhood Cleanup - Supplies Only,0.7076934825756145,0.19999999999999996
165,Traffic Sign - New,0.7290977714986122,-1.7571428571428562
166,Curb and Gutter Repair,0.7296503186539776,0.5285714285714285
167,Cemetery For-Profit Complaint,0.7330674941059502,0.05714285714285716
168,Bus Stop Trash Can Overflowing,0.739097793557926,-0.44285714285714306
169,Fire Report Request,0.7424041852485929,0.09999999999999998
170,Animal - Deceased,0.780871952024248,-2.3999999999999986
171,Pipe Repair/Replacement,0.784660084238773,0.2142857142857144
172,Animal - Not Customarily Household Pet,0.7850713618753817,0.22857142857142865
173,Tree Removal - Emergency in Public Right-of-Way,0.8042717707987816,9.585714285714289
174,Guardrail - Repair,0.8048000066644267,0.3285714285714292
175,Under Drain - New,0.8081992131601333,-0.042857142857142844
176,Sidewalk - Repair,0.8113637269336673,2.4857142857142875
177,Flood Control,0.8134456457076477,-0.18571428571428572
178,Civil Expungements,0.8188672552418094,0.05714285714285716
179,Property Request to Purchase (County-owned),0.8188672552418094,0.02857142857142858
180,Under Drain - Remove and Replace,0.8188672552418094,0.02857142857142858
181,Pavement Markings - New,0.8199107999847455,-0.2714285714285718
182,Contract Administration & Procurement (CAP),0.893205805667043,-0.04285714285714293
183,Sidewalk - New,0.9050584424696454,-0.15714285714285658
184,Tree Debris Removal in Public Right-of-Way,0.908653672825704,3.1571428571428584
185,Roadway Emergencies,0.9187573305515444,1.2000000000000028
186,Handicapped Ramp - Install New,0.9326596919775466,0.02857142857142858
187,Driveway Apron Repair,0.935680791247602,0.34285714285714164
188,Drainage Ditch,0.9357922479769223,0.3857142857142861
189,Fence Repair -Contractor,0.9410476395019303,0.02857142857142858
190,Handicapped Ramp - Repair,0.9448722597421909,-0.014285714285714263
191,zzz location test,0.9547309563493311,0.01428571428571429
192,Street Light New Install (PGC),0.9611306073036621,-0.07142857142857117
193,Traffic Calming (Speed Humps),0.9656554940095146,0.042857142857142705
